Mask Mandate,Social Distancing,Mobility Level,Population Density,Cases Per Capita,Current Phase,Future Phase,support,confidence,lift,chi_squared
N,Phase 3,,1,VH,Phase 1,Phase 2,0.0009523809523809524,0.25,0.6176470588235294,0.3991676976718029
N,Phase 3,H,1,VH,,Phase 2,0.0009523809523809524,0.14285714285714285,0.3529411764705882,2.006316620607975
N,Phase 3,H,1,VH,Phase 1,Phase 2,0.0009523809523809524,0.25,0.6176470588235294,0.3991676976718029
N,Phase 4,,1,VH,,Phase 1,0.018095238095238095,0.6785714285714285,2.219626168224299,18.842017667392128
,Phase 4,,1,VH,Phase 2,Phase 1,0.002857142857142857,0.125,0.4088785046728972,3.7790634908104073
N,Phase 4,,1,VH,Phase 2,Phase 1,0.002857142857142857,0.25,0.8177570093457944,0.17752207396202851
,Phase 4,,1,VH,,Phase 2,0.015238095238095238,0.30769230769230765,0.760180995475113,2.1396276716328613
,Phase 4,,1,VH,Phase 2,Phase 2,0.015238095238095238,0.6666666666666666,1.6470588235294117,6.992776057791538
N,Phase 4,,1,VH,,Phase 2,0.007619047619047619,0.2857142857142857,0.7058823529411764,1.692183722804191
,Phase 4,H,1,VH,,Phase 2,0.0019047619047619048,0.1111111111111111,0.2745098039215686,6.554719562243505
N,Phase 4,,1,VH,Phase 2,Phase 2,0.007619047619047619,0.6666666666666666,1.6470588235294117,3.4559673580414825
,Phase 4,H,1,VH,Phase 2,Phase 2,0.0019047619047619048,0.39999999999999997,0.988235294117647,0.00047283985364481284
N,Phase 4,H,1,VH,,Phase 2,0.0019047619047619048,0.15384615384615383,0.3800904977375565,3.43969071940029
N,Phase 4,H,1,VH,Phase 2,Phase 2,0.0019047619047619048,0.39999999999999997,0.988235294117647,0.00047283985364481284
N,Phase 4,H,1,VH,,Phase 1,0.009523809523809525,0.7692307692307693,2.516175413371675,13.323867297407075
,Phase 4,H,1,VH,Phase 2,Phase 1,0.0019047619047619048,0.39999999999999997,1.308411214953271,0.21041700825271892
N,Phase 4,H,1,VH,Phase 2,Phase 1,0.0019047619047619048,0.39999999999999997,1.308411214953271,0.21041700825271892
,Phase 4,H,1,VH,,Phase 1,0.013333333333333334,0.7777777777777778,2.544132917964694,19.22777244604089
,Phase 4,H,1,VH,Phase 1,Phase 1,0.010476190476190476,1.0,3.2710280373831777,25.245788096030513
N,Phase 4,H,1,VH,Phase 1,Phase 1,0.006666666666666667,1.0,3.2710280373831777,16.00388885404253
,Phase 4,,1,VH,,Phase 1,0.02857142857142857,0.5769230769230769,1.8871315600287561,18.959010404830387
,Phase 4,,1,VH,Phase 1,Phase 1,0.024761904761904763,1.0,3.2710280373831777,60.54596232476636
N,Phase 4,,1,VH,Phase 1,Phase 1,0.014285714285714285,1.0,3.2710280373831777,34.55912230800487
M,Phase 4,,1,VH,,Phase 2,0.007619047619047619,0.7272727272727273,1.7967914438502675,4.799153855259841
M,Phase 4,,1,VH,Phase 2,Phase 2,0.007619047619047619,1.0,2.4705882352941178,11.855029919837417
M,Phase 4,,1,VH,,Phase 1,0.002857142857142857,0.27272727272727276,0.8920985556499577,0.05698997375633473
M,Phase 4,,1,VH,Phase 1,Phase 1,0.002857142857142857,1.0,3.2710280373831777,6.8326058431299055
M,Phase 4,H,1,VH,,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
M,Phase 4,H,1,VH,Phase 1,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
N,,,1,VH,,Phase 2,0.02,0.3620689655172414,0.8945233265720081,0.46443761041680354
N,,,1,VH,Phase 2,Phase 2,0.015238095238095238,0.6666666666666666,1.6470588235294117,6.992776057791538
N,,H,1,VH,,Phase 2,0.005714285714285714,0.24000000000000002,0.5929411764705883,2.8855506456241025
N,,H,1,VH,Phase 2,Phase 2,0.004761904761904762,0.5555555555555556,1.3725490196078431,0.856755382268181
,,VH,1,VH,,Phase 2,0.015238095238095238,0.41025641025641024,1.0135746606334841,0.005075392403023717
,,VH,1,VH,Phase 2,Phase 2,0.011428571428571429,0.631578947368421,1.5603715170278636,4.131856714302442
N,,VH,1,VH,,Phase 2,0.008571428571428572,0.375,0.9264705882352942,0.09029927760577905
N,,VH,1,VH,Phase 2,Phase 2,0.004761904761904762,0.8333333333333334,2.058823529411765,4.6004056795131865
,,VH,1,VH,Phase 1,Phase 2,0.0038095238095238095,0.23529411764705885,0.5813148788927336,2.0597848842857003
N,,VH,1,VH,Phase 1,Phase 2,0.0038095238095238095,0.23529411764705885,0.5813148788927336,2.0597848842857003
,Phase 4,VH,1,VH,,Phase 2,0.0009523809523809524,0.1111111111111111,0.2745098039215686,3.249025258518394
N,Phase 4,VH,1,VH,,Phase 2,0.0009523809523809524,0.1111111111111111,0.2745098039215686,3.249025258518394
,Phase 4,VH,1,VH,Phase 2,Phase 2,0.0009523809523809524,1.0,2.4705882352941178,1.4719901306566479
N,Phase 4,VH,1,VH,Phase 2,Phase 2,0.0009523809523809524,1.0,2.4705882352941178,1.4719901306566479
,Phase 4,VH,1,VH,,Phase 1,0.007619047619047619,0.8888888888888888,2.9075804776739353,14.545354871508364
N,Phase 4,VH,1,VH,,Phase 1,0.007619047619047619,0.8888888888888888,2.9075804776739353,14.545354871508364
,Phase 4,VH,1,VH,Phase 1,Phase 1,0.007619047619047619,1.0,3.2710280373831777,18.307711625737713
N,Phase 4,VH,1,VH,Phase 1,Phase 1,0.007619047619047619,1.0,3.2710280373831777,18.307711625737713
,,VH,1,VH,,Phase 3,0.009523809523809525,0.25641025641025644,1.2464387464387465,0.6371012145620949
,,VH,1,VH,Phase 2,Phase 3,0.006666666666666667,0.368421052631579,1.7909356725146202,3.135120674709405
N,,VH,1,VH,,Phase 3,0.0019047619047619048,0.08333333333333333,0.40509259259259256,2.2513324622952715
N,,VH,1,VH,Phase 2,Phase 3,0.0009523809523809524,0.16666666666666666,0.8101851851851851,0.05631031573208871
M,,VH,1,VH,,Phase 3,0.005714285714285714,0.75,3.6458333333333335,14.615855300404592
M,,VH,1,VH,Phase 2,Phase 3,0.004761904761904762,0.7142857142857143,3.4722222222222223,11.154901582090034
M,,VH,1,VH,,Phase 2,0.0019047619047619048,0.25,0.6176470588235294,0.8014000225810093
M,,VH,1,VH,Phase 2,Phase 2,0.0019047619047619048,0.2857142857142857,0.7058823529411764,0.41452822739834205
,,VH,1,VH,,Phase 1,0.012380952380952381,0.3333333333333333,1.0903426791277258,0.14556809064370202
,,VH,1,VH,Phase 1,Phase 1,0.012380952380952381,0.7647058823529412,2.5013743815283123,17.151156317854475
N,,VH,1,VH,,Phase 1,0.012380952380952381,0.5416666666666667,1.7718068535825549,6.442403849664505
N,,VH,1,VH,Phase 1,Phase 1,0.012380952380952381,0.7647058823529412,2.5013743815283123,17.151156317854475
,,H,1,VH,,Phase 2,0.023809523809523808,0.4032258064516129,0.9962049335863377,0.0006453149367361237
,,H,1,VH,Phase 2,Phase 2,0.022857142857142857,0.7058823529411765,1.7439446366782008,13.224055254338886
,Phase 0,,1,VH,,Phase 2,0.008571428571428572,0.5625,1.3897058823529411,1.6779212652178856
N,Phase 0,,1,VH,,Phase 2,0.006666666666666667,0.6363636363636365,1.5721925133689842,2.4749116025796116
N,Phase 0,VH,1,VH,,Phase 2,0.005714285714285714,0.6666666666666666,1.6470588235294117,2.5845058484488894
,Phase 0,VH,1,VH,,Phase 2,0.006666666666666667,0.7,1.7294117647058822,3.6526696832579186
,Phase 0,,1,VH,Phase 1,Phase 2,0.0038095238095238095,0.39999999999999997,0.988235294117647,0.0009502262443439027
N,Phase 0,,1,VH,Phase 1,Phase 2,0.0038095238095238095,0.5714285714285714,1.4117647058823528,0.8124753257007497
,Phase 0,VH,1,VH,Phase 1,Phase 2,0.0038095238095238095,0.5714285714285714,1.4117647058823528,0.8124753257007497
N,Phase 0,VH,1,VH,Phase 1,Phase 2,0.0038095238095238095,0.5714285714285714,1.4117647058823528,0.8124753257007497
,Phase 0,,1,VH,Phase 2,Phase 2,0.004761904761904762,0.8333333333333334,2.058823529411765,4.6004056795131865
N,Phase 0,,1,VH,Phase 2,Phase 2,0.002857142857142857,0.75,1.8529411764705883,1.9863907322011025
,Phase 0,VH,1,VH,Phase 2,Phase 2,0.002857142857142857,1.0,2.4705882352941178,4.424405865498062
N,Phase 0,VH,1,VH,Phase 2,Phase 2,0.0019047619047619048,1.0,2.4705882352941178,2.946789402784014
,Phase 0,VL,1,VH,,Phase 2,0.0009523809523809524,0.5,1.2352941176470589,0.07543780871127079
,Phase 0,VL,1,VH,Phase 2,Phase 2,0.0009523809523809524,0.5,1.2352941176470589,0.07543780871127079
N,Phase 0,VL,1,VH,,Phase 2,0.0009523809523809524,0.5,1.2352941176470589,0.07543780871127079
N,Phase 0,VL,1,VH,Phase 2,Phase 2,0.0009523809523809524,0.5,1.2352941176470589,0.07543780871127079
,Phase 0,,1,VH,,Phase 1,0.005714285714285714,0.375,1.2266355140186915,0.36747024385388527
,Phase 0,,1,VH,Phase 1,Phase 1,0.005714285714285714,0.6,1.9626168224299065,4.119460642046312
,Phase 0,VH,1,VH,,Phase 1,0.002857142857142857,0.3,0.9813084112149533,0.0015531946996121457
N,Phase 0,,1,VH,,Phase 1,0.002857142857142857,0.27272727272727276,0.8920985556499577,0.05698997375633473
,Phase 0,VH,1,VH,Phase 1,Phase 1,0.002857142857142857,0.42857142857142855,1.4018691588785046,0.5011294093231828
N,Phase 0,,1,VH,Phase 1,Phase 1,0.002857142857142857,0.42857142857142855,1.4018691588785046,0.5011294093231828
N,Phase 0,VH,1,VH,,Phase 1,0.002857142857142857,0.3333333333333333,1.0903426791277258,0.03262454880088289
N,Phase 0,VH,1,VH,Phase 1,Phase 1,0.002857142857142857,0.42857142857142855,1.4018691588785046,0.5011294093231828
M,Phase 0,,1,VH,,Phase 1,0.002857142857142857,1.0,3.2710280373831777,6.8326058431299055
M,Phase 0,,1,VH,Phase 1,Phase 1,0.002857142857142857,1.0,3.2710280373831777,6.8326058431299055
,Phase 0,H,1,VH,,Phase 1,0.0019047619047619048,0.6666666666666666,2.1806853582554515,1.8467569041775516
M,Phase 0,H,1,VH,,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
,Phase 0,H,1,VH,Phase 1,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
M,Phase 0,H,1,VH,Phase 1,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
,Phase 0,H,1,VH,,Phase 2,0.0009523809523809524,0.3333333333333333,0.8235294117647058,0.06371144446317212
,Phase 0,H,1,VH,Phase 2,Phase 2,0.0009523809523809524,1.0,2.4705882352941178,1.4719901306566479
,Phase 0,M,1,VH,,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
M,Phase 0,M,1,VH,,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
,Phase 0,M,1,VH,Phase 1,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
M,Phase 0,M,1,VH,Phase 1,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
,Phase 0,,1,VH,,Phase 3,0.0009523809523809524,0.0625,0.3038194444444445,2.0394836210335408
,Phase 0,VL,1,VH,,Phase 3,0.0009523809523809524,0.5,2.430555555555556,1.0620749583539275
,Phase 0,,1,VH,Phase 2,Phase 3,0.0009523809523809524,0.16666666666666666,0.8101851851851851,0.05631031573208871
N,Phase 0,,1,VH,,Phase 3,0.0009523809523809524,0.09090909090909091,0.44191919191919193,0.8967023598725359
,Phase 0,VL,1,VH,Phase 2,Phase 3,0.0009523809523809524,0.5,2.430555555555556,1.0620749583539275
N,Phase 0,VL,1,VH,,Phase 3,0.0009523809523809524,0.5,2.430555555555556,1.0620749583539275
N,Phase 0,,1,VH,Phase 2,Phase 3,0.0009523809523809524,0.25,1.215277777777778,0.048195191456777274
N,Phase 0,VL,1,VH,Phase 2,Phase 3,0.0009523809523809524,0.5,2.430555555555556,1.0620749583539275
,,,1,VH,,Phase 1,0.054285714285714284,0.3352941176470588,1.096756459593183,0.8361669347559002
,,H,1,VH,,Phase 1,0.023809523809523808,0.4032258064516129,1.3189629182996683,2.9517660980248692
N,,H,1,VH,,Phase 1,0.015238095238095238,0.64,2.093457943925234,13.483018007750179
N,,,1,VH,,Phase 1,0.02857142857142857,0.5172413793103448,1.6919110538188846,12.941471559941277
,,,1,VH,Phase 2,Phase 1,0.002857142857142857,0.030000000000000002,0.09813084112149534,39.58496535558348
N,,,1,VH,Phase 2,Phase 1,0.002857142857142857,0.125,0.4088785046728972,3.7790634908104073
,,H,1,VH,Phase 2,Phase 1,0.0019047619047619048,0.05882352941176471,0.19241341396371633,10.090907047986663
N,,H,1,VH,Phase 2,Phase 1,0.0019047619047619048,0.2222222222222222,0.7268951194184838,0.2981381181144504
,,,1,VH,Phase 1,Phase 1,0.047619047619047616,0.9090909090909091,2.973661852166525,99.55243928928552
M,,,1,VH,Phase 1,Phase 1,0.009523809523809525,1.0,3.2710280373831777,22.928648454349393
M,,H,1,VH,Phase 1,Phase 1,0.0038095238095238095,1.0,3.2710280373831777,9.11885062811601
,,H,1,VH,Phase 1,Phase 1,0.01904761904761905,0.9523809523809524,3.1152647975077885,42.21824801610197
N,,H,1,VH,Phase 1,Phase 1,0.010476190476190476,0.9166666666666666,2.998442367601246,21.3468575649121
N,,,1,VH,Phase 1,Phase 1,0.022857142857142857,0.8275862068965517,2.707057686110216,38.267972541614185
,,,1,VH,Phase 1,Phase 2,0.004761904761904762,0.09090909090909091,0.22459893048128343,23.72961061994464
N,,,1,VH,Phase 1,Phase 2,0.004761904761904762,0.1724137931034483,0.4259634888438134,6.6826620681708455
,,H,1,VH,Phase 1,Phase 2,0.0009523809523809524,0.047619047619047616,0.11764705882352941,11.344537815126051
N,,H,1,VH,Phase 1,Phase 2,0.0009523809523809524,0.08333333333333333,0.20588235294117646,5.205372322339342
,,,1,,Phase 3,Phase 2,0.010476190476190476,0.06586826347305388,0.1627333568157802,94.66328205623262
M,,,1,,Phase 3,Phase 2,0.008571428571428572,0.14754098360655737,0.36451301832208294,17.784639715754686
,Phase 0,,1,,Phase 3,Phase 2,0.0009523809523809524,0.02857142857142857,0.07058823529411765,21.267505070993913
M,Phase 0,,1,,Phase 3,Phase 2,0.0009523809523809524,0.09999999999999999,0.24705882352941175,3.89212669683258
,Phase 0,,1,VL,Phase 3,Phase 2,0.0009523809523809524,0.07692307692307691,0.19004524886877824,5.871976681778714
M,Phase 0,,1,VL,Phase 3,Phase 2,0.0009523809523809524,0.3333333333333333,0.8235294117647058,0.06371144446317212
,Phase 3,,1,,Phase 3,Phase 2,0.002857142857142857,0.06666666666666667,0.16470588235294117,22.306093064091314
M,Phase 3,,1,,Phase 3,Phase 2,0.002857142857142857,0.1875,0.4632352941176471,3.1832119695073393
,Phase 3,,1,VL,Phase 3,Phase 2,0.0019047619047619048,0.6666666666666666,1.6470588235294117,0.8565649755604245
M,Phase 3,,1,VL,Phase 3,Phase 2,0.0019047619047619048,0.6666666666666666,1.6470588235294117,0.8565649755604245
,,,1,VL,Phase 3,Phase 2,0.005714285714285714,0.22222222222222224,0.5490196078431373,3.832672071761255
M,,,1,VL,Phase 3,Phase 2,0.0038095238095238095,0.39999999999999997,0.988235294117647,0.0009502262443439027
,Phase 4,,1,,Phase 3,Phase 2,0.0019047619047619048,0.07142857142857142,0.1764705882352941,13.26672038678485
,Phase 4,,1,VL,Phase 3,Phase 2,0.0019047619047619048,0.2857142857142857,0.7058823529411764,0.41452822739834205
,Phase 4,H,1,,Phase 3,Phase 2,0.0009523809523809524,0.09090909090909091,0.22459893048128343,4.544939858872939
,Phase 4,H,1,VL,Phase 3,Phase 2,0.0009523809523809524,0.3333333333333333,0.8235294117647058,0.06371144446317212
N,,,1,,Phase 3,Phase 2,0.0019047619047619048,0.031746031746031744,0.0784313725490196,38.70588235294118
N,Phase 4,,1,,Phase 3,Phase 2,0.0019047619047619048,0.16666666666666666,0.4117647058823529,2.8561713702822176
N,,,1,VL,Phase 3,Phase 2,0.0019047619047619048,0.16666666666666666,0.4117647058823529,2.8561713702822176
N,,H,1,,Phase 3,Phase 2,0.0009523809523809524,0.052631578947368425,0.13003095975232198,9.958656268674197
N,Phase 4,,1,VL,Phase 3,Phase 2,0.0019047619047619048,0.39999999999999997,0.988235294117647,0.00047283985364481284
N,Phase 4,H,1,,Phase 3,Phase 2,0.0009523809523809524,0.25,0.6176470588235294,0.3991676976718029
N,,H,1,VL,Phase 3,Phase 2,0.0009523809523809524,0.25,0.6176470588235294,0.3991676976718029
N,Phase 4,H,1,VL,Phase 3,Phase 2,0.0009523809523809524,0.5,1.2352941176470589,0.07543780871127079
,,H,1,,Phase 3,Phase 2,0.0019047619047619048,0.043478260869565216,0.10741687979539641,26.0627158883647
,,H,1,VL,Phase 3,Phase 2,0.0019047619047619048,0.2857142857142857,0.7058823529411764,0.41452822739834205
,Phase 3,H,1,,Phase 3,Phase 2,0.0009523809523809524,0.052631578947368425,0.13003095975232198,9.958656268674197
M,,H,1,,Phase 3,Phase 2,0.0009523809523809524,0.09999999999999999,0.24705882352941175,3.89212669683258
,Phase 3,H,1,VL,Phase 3,Phase 2,0.0009523809523809524,1.0,2.4705882352941178,1.4719901306566479
M,,H,1,VL,Phase 3,Phase 2,0.0009523809523809524,0.5,1.2352941176470589,0.07543780871127079
M,Phase 3,H,1,,Phase 3,Phase 2,0.0009523809523809524,0.25,0.6176470588235294,0.3991676976718029
M,Phase 3,H,1,VL,Phase 3,Phase 2,0.0009523809523809524,1.0,2.4705882352941178,1.4719901306566479
M,Phase 4,,1,,Phase 3,Phase 1,0.002857142857142857,0.6,1.9626168224299065,2.0498751520230454
,Phase 4,,1,,Phase 3,Phase 1,0.011428571428571429,0.42857142857142855,1.4018691588785046,2.0457063558672397
N,Phase 4,,1,,Phase 3,Phase 1,0.005714285714285714,0.5,1.6355140186915889,2.1587431163719137
,Phase 4,H,1,,Phase 3,Phase 1,0.002857142857142857,0.27272727272727276,0.8920985556499577,0.05698997375633473
N,Phase 4,H,1,,Phase 3,Phase 1,0.0009523809523809524,0.25,0.8177570093457944,0.058721450851684384
,,,1,VL,Phase 3,Phase 1,0.005714285714285714,0.22222222222222224,0.726895119418484,0.910151850314201
N,,,1,VL,Phase 3,Phase 1,0.004761904761904762,0.4166666666666667,1.3629283489096573,0.7040321333424334
,Phase 0,,1,VL,Phase 3,Phase 1,0.0019047619047619048,0.15384615384615383,0.5032350826743349,1.4303200739932633
N,Phase 0,,1,VL,Phase 3,Phase 1,0.0019047619047619048,0.39999999999999997,1.308411214953271,0.21041700825271892
,,H,1,VL,Phase 3,Phase 1,0.0009523809523809524,0.14285714285714285,0.4672897196261682,0.8805675775505792
N,,H,1,VL,Phase 3,Phase 1,0.0009523809523809524,0.25,0.8177570093457944,0.058721450851684384
M,,,1,VL,Phase 3,Phase 1,0.0009523809523809524,0.09999999999999999,0.32710280373831774,2.01294033069734
,Phase 4,,1,VL,Phase 3,Phase 1,0.0019047619047619048,0.2857142857142857,0.9345794392523364,0.013280335887958879
N,Phase 4,,1,VL,Phase 3,Phase 1,0.0019047619047619048,0.39999999999999997,1.308411214953271,0.21041700825271892
,,,1,,Phase 3,Phase 1,0.037142857142857144,0.23353293413173654,0.7638927751972691,4.874624016120026
M,,,1,,Phase 3,Phase 1,0.010476190476190476,0.180327868852459,0.58985751493795,4.79700160255262
M,,H,1,,Phase 3,Phase 1,0.0009523809523809524,0.09999999999999999,0.32710280373831774,2.01294033069734
N,,,1,,Phase 3,Phase 1,0.022857142857142857,0.380952380952381,1.2461059190031154,1.7874517101224436
,Phase 0,,1,,Phase 3,Phase 1,0.005714285714285714,0.17142857142857143,0.5607476635514018,3.076075323362896
N,Phase 0,,1,,Phase 3,Phase 1,0.005714285714285714,0.3,0.9813084112149533,0.0031365485196051097
,Phase 0,H,1,,Phase 3,Phase 1,0.0019047619047619048,0.39999999999999997,1.308411214953271,0.21041700825271892
N,Phase 0,H,1,,Phase 3,Phase 1,0.0019047619047619048,0.5,1.6355140186915889,0.7140775509222583
,,H,1,,Phase 3,Phase 1,0.013333333333333334,0.30434782608695654,0.9955302722470541,0.00042320721678326483
N,,H,1,,Phase 3,Phase 1,0.010476190476190476,0.5789473684210527,1.8937530742744713,6.806076655588485
,Phase 3,,1,,Phase 3,Phase 1,0.008571428571428572,0.2,0.6542056074766356,2.4754214390146863
,Phase 3,H,1,,Phase 3,Phase 1,0.004761904761904762,0.26315789473684215,0.8607968519429416,0.16510485822288815
N,Phase 3,,1,,Phase 3,Phase 1,0.004761904761904762,0.5555555555555556,1.8172377985462098,2.669657044028813
N,Phase 3,H,1,,Phase 3,Phase 1,0.004761904761904762,0.8333333333333334,2.7258566978193146,7.914564441302804
M,Phase 3,,1,,Phase 3,Phase 1,0.0038095238095238095,0.25,0.8177570093457944,0.2376117508350556
,Phase 2,,1,,Phase 2,Phase 2,0.05523809523809524,0.8787878787878788,2.171122994652406,65.68286161471241
M,Phase 2,,1,,Phase 2,Phase 2,0.022857142857142857,0.923076923076923,2.2805429864253393,29.727605345022624
M,Phase 2,,1,,,Phase 2,0.023809523809523808,0.45454545454545453,1.1229946524064172,0.5970494182140652
,Phase 2,,1,,,Phase 3,0.025714285714285714,0.22131147540983606,1.0758196721311475,0.2055193218234906
M,Phase 2,,1,,,Phase 3,0.010476190476190476,0.19999999999999998,0.9722222222222222,0.011598761192051393
M,Phase 2,,1,,Phase 3,Phase 3,0.008571428571428572,0.6000000000000001,2.916666666666667,14.478417266187053
,Phase 2,,1,,Phase 2,Phase 3,0.007619047619047619,0.1212121212121212,0.5892255892255892,3.0777447517226433
M,Phase 2,,1,,Phase 2,Phase 3,0.0019047619047619048,0.07692307692307691,0.3739316239316239,2.706412093882587
,Phase 2,,1,,Phase 3,Phase 3,0.018095238095238095,0.59375,2.8862847222222223,30.415411347248327
,Phase 2,L,1,,,Phase 3,0.0019047619047619048,0.05714285714285714,0.2777777777777778,4.891259406268088
,Phase 2,L,1,,Phase 2,Phase 3,0.0019047619047619048,0.08,0.3888888888888889,2.477042756039072
M,Phase 2,L,1,,,Phase 3,0.0009523809523809524,0.049999999999999996,0.24305555555555555,3.025504353798514
M,Phase 2,L,1,,Phase 2,Phase 3,0.0009523809523809524,0.08333333333333333,0.40509259259259256,1.1126527487066227
N,Phase 2,,1,,,Phase 3,0.010476190476190476,0.26190476190476186,1.273148148148148,0.8454000688338205
